YEAR,MONTH,PU_BOROUGH,AVG_TOTAL_AMOUNT,AVG_TIP_PCT,TRIPS
2023,6,Queens,69.06,0.11,350902
2023,6,Staten Island,69.6,0.02,322
2023,7,Bronx,33.7,0.02,6680
2023,7,Brooklyn,32.6,0.08,30396
2023,7,EWR,102.81,0.08,457
2023,7,Manhattan,23.32,0.12,2545731
2023,7,Queens,67.67,0.1,326512
2023,7,Staten Island,69.76,0.01,273
2023,8,Bronx,33.9,0.02,7576
2023,8,Brooklyn,32.93,0.07,31696
2023,8,EWR,98.05,0.09,312
2023,8,Manhattan,23.37,0.12,2463502
2023,8,Queens,66.71,0.1,325999
2023,8,Staten Island,64.47,0.02,187
2023,9,Bronx,34.28,0.02,6745
2023,9,Brooklyn,33.69,0.08,33673
2023,9,EWR,107.76,0.1,333
2023,9,Manhattan,24.73,0.12,2505118
2023,9,Queens,68.98,0.1,311194
2023,9,Staten Island,67.99,0.05,93
2023,10,Bronx,33.05,0.01,7356
2023,10,Brooklyn,33.8,0.08,36736
2023,10,EWR,104.16,0.1,407
2023,10,Manhattan,24.4,0.12,3124456
2023,10,Queens,69.42,0.11,354948
2023,10,Staten Island,57.15,0.05,69
2023,11,Bronx,32.88,0.01,7079
2023,11,Brooklyn,32.7,0.08,30887
2023,11,EWR,104.36,0.11,416
2023,11,Manhattan,24.1,0.12,2976533
2023,11,Queens,68.83,0.11,328258
2023,11,Staten Island,52.95,0.05,79
2023,12,Bronx,33.92,0.01,7898
2023,12,Brooklyn,33.02,0.07,37660
2023,12,EWR,103.3,0.1,484
2023,12,Manhattan,24.28,0.12,3035628
2023,12,Queens,68.54,0.11,307989
2023,12,Staten Island,58.4,0.06,66
2024,1,Bronx,34.74,0.01,7724
2024,1,Brooklyn,31.38,0.06,32754
2024,1,EWR,105.53,0.11,287
2024,1,Manhattan,22.39,0.12,2654700
2024,1,Queens,66.31,0.11,282345
2024,1,Staten Island,56.31,0.04,74
2024,2,Bronx,35.2,0.01,7653
2024,2,Brooklyn,30.95,0.05,35361
2024,2,EWR,95.52,0.09,282
2024,2,Manhattan,22.65,0.12,2716383
2024,2,Queens,66.34,0.11,258454
2024,2,Staten Island,51.36,0.04,58
2024,3,Bronx,33.21,0.01,11792
2024,3,Brooklyn,31.17,0.04,51834
2024,3,EWR,96.53,0.11,354
2024,3,Manhattan,22.92,0.11,3200531
2024,3,Queens,66.68,0.11,322718
2024,3,Staten Island,48.17,0.03,104
2024,4,Bronx,34.64,0.01,11493
2024,4,Brooklyn,31.27,0.04,52676
2024,4,EWR,96.91,0.1,500
2024,4,Manhattan,23.2,0.11,3131152
2024,4,Queens,66.9,0.11,323422
2024,4,Staten Island,49.47,0.03,112
2024,5,Bronx,35.61,0.01,12706
2024,5,Brooklyn,32.06,0.04,62022
2024,5,EWR,95.58,0.1,586
2024,5,Manhattan,23.96,0.11,3297992
2024,5,Queens,67.48,0.11,354103
2024,5,Staten Island,43.49,0.03,173
2024,6,Bronx,35.23,0.01,11917
2024,6,Brooklyn,31.64,0.04,64658
2024,6,EWR,109.28,0.1,477
2024,6,Manhattan,23.5,0.11,3126399
2024,6,Queens,67.29,0.11,333771
2024,6,Staten Island,44.57,0.02,150
2024,7,Bronx,36.63,0.01,10355
2024,7,Brooklyn,31.28,0.04,52195
2024,7,EWR,86.82,0.08,535
2024,7,Manhattan,23.05,0.11,2677103
2024,7,Queens,66.55,0.1,332524
2024,7,Staten Island,44.99,0.02,135
2024,8,Bronx,36.9,0.01,10714
2024,8,Brooklyn,31.4,0.04,53641
2024,8,EWR,95.0,0.09,570
2024,8,Manhattan,23.03,0.11,2568384
2024,8,Queens,65.76,0.1,340624
2024,8,Staten Island,50.01,0.03,162
2024,9,Bronx,36.1,0.01,12702
2024,9,Brooklyn,31.16,0.04,71921
2024,9,EWR,88.56,0.09,516
2024,9,Manhattan,23.81,0.11,3165219
2024,9,Queens,67.69,0.11,366782
2024,9,Staten Island,45.16,0.01,230
2024,10,Bronx,36.29,0.01,13183
2024,10,Brooklyn,30.96,0.04,68676
2024,10,EWR,95.4,0.1,535
2024,10,Manhattan,23.85,0.12,3362752
2024,10,Queens,68.07,0.11,370831
2024,10,Staten Island,48.12,0.01,224
2024,11,Bronx,34.31,0.01,13055
2024,11,Brooklyn,30.05,0.03,73081
2024,11,EWR,92.35,0.1,534
2024,11,Manhattan,23.54,0.12,3220522
2024,11,Queens,66.38,0.11,325572
2024,11,Staten Island,36.88,0.02,213
2024,12,Bronx,34.48,0.01,11825
2024,12,Brooklyn,30.86,0.04,68505
2024,12,EWR,95.03,0.09,626
2024,12,Manhattan,24.17,0.12,3234416
2024,12,Queens,66.48,0.11,333272
2024,12,Staten Island,43.39,0.02,177
2025,1,Bronx,21.0,0.0,1
2025,1,Manhattan,21.23,0.08,9
2025,1,Queens,42.92,0.12,3
2025,2,Manhattan,43.25,0.2,1
2025,3,Manhattan,26.44,0.08,2
2026,2,Manhattan,14.3,0.0,2
2026,6,Manhattan,13.5,0.2,1
2026,6,Queens,73.07,0.17,1
2026,12,Queens,55.3,0.0,1
2028,12,Queens,63.1,0.0,1
2029,5,Manhattan,26.08,0.11,3
2029,11,Brooklyn,29.8,0.0,1
2029,11,Manhattan,10.05,0.0,2
2030,11,Manhattan,6.15,0.0,2
2031,2,Manhattan,9.8,0.0,2
2032,2,Queens,63.3,0.0,1
2033,4,Manhattan,8.8,0.0,3
2035,9,Queens,0.0,,1
2037,11,Manhattan,18.0,0.09,1
2038,2,Manhattan,12.07,0.04,4
2041,3,Manhattan,15.8,0.13,1
2041,6,Manhattan,8.3,0.0,1
2041,8,Queens,0.0,,1
2041,11,Manhattan,31.56,0.0,1
2042,12,Manhattan,4.8,0.0,1
2053,3,Brooklyn,5.8,0.0,1
2058,12,Manhattan,11.39,0.04,3
2062,8,Queens,3.6,0.0,1
2066,12,Manhattan,61.42,0.0,1
2070,8,Queens,0.0,,1
2081,6,Queens,55.96,0.0,1
2084,11,Manhattan,9.24,0.0,8
2088,1,Manhattan,10.3,0.0,2
2090,12,Queens,61.42,0.0,1
2098,9,Manhattan,25.8,0.0,1
